"Reino","Filo","Classe","Ordem","Familia","Genero","Especie","Subespecie","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla inermis","","Aegla inermis","Bond-Buckup & Buckup, 1994","Egla","Invertebrados de Água Doce","10/2019","Em Perigo","","B1ab(iii)","Aegla inermis é uma espécie endêmica do Brasil, distribuída no Rio Grande do Sul nos tributários das bacias do Rio Caí e dos Sinos. A extensão de ocorrência (EOO) foi calculada em 2.136 km2 a partir da área do mínimo polígono convexo formado pelas microbacias onde a espécie já foi registrada. A região de ocorrência da espécie é impactada por intensa atividade agropecuária e urbanização, que resultam em perda da qualidade do habitat e fragmentação da população. Por essas razões, A. inermis foi categorizada como Em Perigo (EN), pelo critério B1ab(iii).","Sim","Sim","Rio Grande do Sul","|Sul|","Mata Atlântica","Sub-bacia Guaíba Sub-bacia Litoral RS","","ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 4 - Transportes e serviços de transmissão|4.1 - Estradas e ferrovias 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Educação e comunicação, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla itacolomiensis","","Aegla itacolomiensis","Bond-Buckup & Buckup, 1994","Egla","Invertebrados de Água Doce","10/2019","Em Perigo","","B1ab(iii)","Aegla itacolomiensis é endêmica do Brasil e ocorre no leste do Rio Grande do Sul, nas sub-bacias do Gravataí e Sinos. A extensão de ocorrência (EOO) foi calculada em 3.094 km2 a partir da área do mínimo polígono convexo formado pelas microbacias onde a espécie já foi registrada. A região de ocorrência da espécie é impactada por intensa urbanização e atividade agropecuária que resultam em perda da qualidade do habitat e fragmentação da população. Por essas razões, A. itacolomiensis foi categorizada como Em Perigo (EN) sob o critério B1ab(iii).","Sim","Sim","Rio Grande do Sul","|Sul|","Mata Atlântica, Pampa","Sub-bacia Guaíba","","","","Não","Estável","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida","","Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla leachi","","Aegla leachi","Bond-Buckup & Santos, 2012","Egla","Invertebrados de Água Doce","10/2019","Em Perigo","","B1ab(iii)","Aegla leachi é endêmica do Brasil, ocorrendo nas sub-bacias dos Rios Canoas e Caveiras no estado de Santa Catarina. A extensão de ocorrência (EOO) foi calculada em 2.351 km2 a partir da área do mínimo polígono convexo formado pelas microbacias onde a espécie já foi registrada. A degradação do habitat e a fragmentação da população são provocadas pela silvicultura de larga escala, considerada a principal ameaça. Por essas razões, A. leachi foi categorizada como Em Perigo (EN) sob o critério B1ab(iii).","Sim","Sim","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Uruguai Alto","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.2 - Plantações agro-industriais 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla leptodactyla","","","Buckup & Rossi, 1977","Egla","Invertebrados Marinhos","09/2013","Vulnerável","","B1ab(iii)","Aegla leptodactyla Buckup & Rossi, 1977 distribui-se no nordeste do RS e planalto de SC, a extensão de ocorrência (EOO) é menor que 20.000 km² (5.260 km²), com população severamente fragmentada, em áreas com declínio continuado na qualidade do habitat. Considerando as informações, a espécie foi categorizada como Vulnerável (VU), atendendo o critério B1ab(iii).","Sim","Não","","||","Mata Atlântica","","","PARQUE ESTADUAL DO TAINHAS","","","","","","","","","",""
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla manuinflata","","Aegla manuinflata","Bond-Buckup & Santos, 2009","Egla","Invertebrados de Água Doce","10/2019","Em Perigo","","B1ab(iii)","Aegla manuinflata é endêmica do Brasil com registros na Bacia do Rio Ibicuí, um afluente do Rio Uruguai, na região central do estado do Rio Grande do Sul. Há registro de 3 subpopulações, restritas as nascentes, isoladas reprodutivamente. A extensão de ocorrência (EOO) foi calculada em 1.312 km2 a partir da área do mínimo polígono convexo formado pelas microbacias onde a espécie foi registrada. A degradação do habitat pela atividade agrícola, em especial por áreas de pastagem, tem reduzido a mata ciliar em todos os locais onde a espécie foi registrada. Entre 2006 e 2016 foi constatada a redução da abundância da espécie na localidade tipo, onde antes era o local com maior abundância, sendo observada a instalação de criação de porcos próximo as margens do riacho. Portanto, A. manuinflata foi categorizada como Em Perigo (EN) sob o critério B1ab(iii).","Sim","Sim","Rio Grande do Sul","|Sul|","Mata Atlântica, Pampa","Sub-bacia Ibicuí","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla oblata","","Aegla oblata","Bond-Buckup & Santos, 2012","Egla","Invertebrados de Água Doce","10/2019","Em Perigo","","B1ab(iii)","Aegla oblata é endêmica do Brasil, ocorrendo nas sub-bacias do Rio Caveiras, Bacia do Rio Canoas e Rio Lava-Tudo, Bacia do Rio Pelotas, no Estado de Santa Catarina. A extensão de ocorrência (EOO) foi calculada em 1.944 km2 a partir da área do mínimo polígono convexo formado pelas microbacias onde a espécie foi registrada. A supressão da mata ciliar, com consequente perda de qualidade de habitat, também leva a fragmentação da população. Por essas razões, A. oblata foi categorizada como Em Perigo (EN) sob o critério B1ab(iii).","Sim","Sim","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Uruguai Alto","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla obstipa","","Aegla obstipa","Bond-Buckup & Buckup, 1994","Egla","Invertebrados de Água Doce","10/2019","Em Perigo","","B1ab(iii)","Aegla obstipa é endêmica do Brasil, sendo registrada em sete locais na micro-bacia do Arroio dos Ratos (RS). A extensão de ocorrência (EOO) foi calculada em 1.294 km2 a partir da área do mínimo polígono convexo formado pelas microbacias onde a espécie foi registrada. A qualidade do habitat da espécie vem sofrendo um declínio contínuo, cujos efeitos são bastante acentuados considerando-se sua distribuição restrita. A degradação do habitat provocado pelo plantio de Eucaliptus spp. é a principal ameaça. Esse impacto tem provocado a redução da mata ciliar em toda a distribuição da espécie, também ocasionando fragmentação severa da população. Sendo assim, A. obstipa foi categorizada como Em Perigo (EN), pelo critério B1ab(iii).","Sim","Sim","Rio Grande do Sul","|Sul|","Pampa","Sub-bacia Guaíba Sub-bacia Litoral RS","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 9 - Poluição|9.3 - Agropecuária e florestal|9.3.2 - Erosão do solo/sedimentação","","Controle e fiscalização, Educação e comunicação, Plano de Ação Nacional (PAN)","Plano de Ação Nacional Lagoas do Sul, Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla perobae","","","Hebling & Rodrigues, 1977","Egla","Invertebrados Marinhos","09/2010","Criticamente em Perigo","Não","B2ab(iii,v)","A espécie é endêmica do município de São Pedro (SP), encontrada somente em 10 localizações. Sua área de ocupação (AOO) é estimada em 0,02km². Sua população está severamente fragmentada e as subpopulações estão reprodutivamente isoladas. Seu habitat sofre contínua degradação em função do avanço da agropecuária. A poluição doméstica e uso de agrotóxicos nos trechos a montante das áreas de ocorrência contribuem para agravar ainda mais a degradação do habitat. Entre 2009 e 2011 observou-se uma significativa diminuição no tamanho da população.","Sim","Não","","||","","","","","","","","2 - Agropecuária e Aquacultura 7 - Modificações nos sistemas naturais 9 - Poluição|9.3 - Agrícola e florestal 9 - Poluição|9.4 - Lixo e resíduos sólidos","","Manejo de locais/áreas, Proteção de locais/áreas","","","",""
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla violacea","","Aegla violacea","Bond-Buckup & Buckup, 1994","Egla","Invertebrados de Água Doce","10/2019","Em Perigo","","B1ab(iii)","Aegla violacea é endêmica das bacias hidrográficas do Lago Guaíba e do Baixo Jacuí (RS), com extensão de ocorrência (EOO) estimada em 768 km². A qualidade do habitat vem sofrendo declínio contínuo, com efeitos severos na população, ainda mais tendo em vista que a espécie é restrita às nascentes dos riachos. A degradação do habitat provocado pelo plantio de Eucaliptus spp. é a principal ameaça. Essa atividade tem provocado a redução da mata ciliar em toda a distribuição da espécie, ocasionando fragmentação severa da população. Foi registrado o desaparecimento de subpopulações da espécie em um afluente da micro-bacia do Arroio Grande. Sendo assim, A. violacea foi categorizada como Em Perigo (EN), pelo critério B1ab(iii).","Sim","Sim","Rio Grande do Sul","|Sul|","Pampa","Sub-bacia Guaíba","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Controle e fiscalização, Educação e comunicação, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Aves","Galliformes","Cracidae","Aburria","Aburria jacutinga","","Aburria jacutinga","(Spix, 1825)","jacutinga","Aves","06/2019","Em Perigo","","C2a(i)","Aburria jacutinga ocorre no nordeste da Argentina, sudeste do Paraguai e Brasil, originalmente da Bahia ao Rio Grande do Sul. Foi extinta em diversas áreas de sua distribuição, como no extremo sul da Bahia, em todo o Espírito Santo e no centro-oeste do Paraná. A partir de estimativas para a principal subpopulação existente em florestas montanhosas de São Paulo, infere-se que na população brasileira haja menos de 2.500 indivíduos maduros, sendo que há menos de 250 deles em cada subpopulação. Há declínio populacional continuado devido à caça e perda de qualidade de habitat. Dessa forma, A. jacutinga foi avaliada como Em Perigo (EN), pelo critério C2a(i)","Não","Sim","Mato Grosso do Sul, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo","|Centro-Oeste|Sudeste|Sul|","Cerrado, Mata Atlântica, Sistema Costeiro-Marinho","Sub-bacia Doce Sub-bacia Grande Sub-bacia Iguaçu Sub-bacia Litoral RJ Sub-bacia Litoral RJ SP Sub-bacia Litoral SP Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia Paranapanema Sub-bacia Paraná RH1 Sub-bacia Tietê Sub-bacia Uruguai Médio","APA Bacia do Rio Paraíba do Sul, APA Cananéia-Iguape-Peruíbe, APA Guaraqueçaba, APA Petrópolis, PARNA da Serra da Bocaina, PARNA da Serra do Itajaí, PARNA da Serra dos Órgãos, PARNA de Itatiaia, PARNA Guaricana, PARNA Iguaçu, RESEX Mandirá","APA ILHA COMPRIDA, APA SERRA DO MAR, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL DA ILHA DO CARDOSO, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DA SERRA DO TABULEIRO, PARQUE ESTADUAL DE ILHABELA, PARQUE ESTADUAL DO RIO DOCE, PARQUE ESTADUAL DO TURVO, PARQUE ESTADUAL INTERVALES, PARQUE ESTADUAL SERRA DO BRIGADEIRO","RPPN Caetezal, RPPN Fazenda San Michele, RPPN Fazenda Silvo Agro-Pastoril Gonçalves, RPPN Morro do Curussu Mirim, RPPN Parque Ecológico ARTEX, RPPN Reserva Rizzieri, RPPN Sítio do Bananal, RPPN Sítio do Jacu","Não","Declinando","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.1 - Uso de subsistência/escambo local 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.3 - Efeitos indiretos - subsistência/pequena escala","12 - Vestuário acessório 1 - Alimentação humana","Implementação de áreas protegidas, Plano de Ação Nacional (PAN), Proteção de recursos/habitat, Reintrodução, Reprodução em cativeiro/propagação artificial, Restauração de habitat e processos naturais","Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Mata Atlântica, Plano de Ação Nacional para a Conservação dos Galliformes","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
